"Var1" "Var2" "value" "n"
"HLA.C1" "CH.islet.freq" NA 8
"HLA.C2" "CH.islet.freq" NA 8
"HLA.C3" "CH.islet.freq" NA 8
"HLA.C4" "CH.islet.freq" NA 8
"HLA.C5" "CH.islet.freq" NA 8
"HLA.C6" "CH.islet.freq" NA 8
"HLA.C7" "CH.islet.freq" NA 8
"HLA.F1" "CH.islet.freq" NA 8
"HLA.F2" "CH.islet.freq" NA 8
"HLA.F3" "CH.islet.freq" NA 8
"HLA.F4" "CH.islet.freq" NA 8
"HLA.F5" "CH.islet.freq" NA 8
"HLA.F6" "CH.islet.freq" NA 8
"HLA.F7" "CH.islet.freq" NA 8
"B2M" "CH.islet.freq" NA 8
"STAT1" "CH.islet.freq" NA 8
"IHC.score" "CH.islet.freq" NA 8
"ICI.score" "CH.islet.freq" NA 8
"GAD65" "CH.islet.freq" NA 16
"CD20_x1" "CH.islet.freq" NA 1
"CyclinD1" "CH.islet.freq" -0.196267167994715 12
"CyclinD3" "CH.islet.freq" 0.210042012604201 13
"n_leucocytes" "CH.islet.freq" NA 8
"n_leucocytes2" "CH.islet.freq" 0.432213348473727 3
"n_islets" "CH.islet.freq" NA 8
"n_insulitis" "CH.islet.freq" NA 8
"n_islets2" "CH.islet.freq" 0.569494797451499 3
"n_insulitis2" "CH.islet.freq" 0.5 3
"x12LO" "CH.islet.freq" 0.258815853326287 26
"CD20_x2" "CH.islet.freq" NA 0
"MMc" "CH.islet.freq" -0.795219863477037 5
"ins.MMc" "CH.islet.freq" -0.963400765691687 5
"MxA" "CH.islet.freq" 1 2
"BM" "CH.islet.freq" 0.3 7
"insulin" "CH.islet.freq" 0.693893838567426 29
"insulin2" "CH.islet.freq" NA 6
"HLA" "CH.islet.freq" NA 6
"survivin" "CH.islet.freq" NA 6
"CH.Ins" "CH.islet.freq" 0.492486682104634 159
"CH.amyloid" "CH.islet.freq" 0.0616979624210763 159
"CH.dysplasia" "CH.islet.freq" -0.00869755959840485 159
"CH.metaplasia" "CH.islet.freq" 0.0834965721446866 159
"CH.pancreatitis" "CH.islet.freq" 0.0301207248338437 159
"CH.atrophy" "CH.islet.freq" -0.297008309088862 159
"CH.fibrosis" "CH.islet.freq" -0.0591888228433832 159
"CH.CD3" "CH.islet.freq" -0.149852238941784 159
"CH.Ki67" "CH.islet.freq" 0.173527971833099 64
"CH.islet.freq" "CH.islet.freq" 1 159
"CH.islet.size" "CH.islet.freq" 0.0240493035121941 96
"CR.age" "CH.islet.freq" -0.0249913630492876 159
"CR.height" "CH.islet.freq" -0.0705264045164783 157
"CR.weight" "CH.islet.freq" 0.0133586628170604 157
"CR.BMI" "CH.islet.freq" 0.0521939618445876 158
"CR.dbDuration" "CH.islet.freq" -0.0229312793518792 57
"CR.ageOnset" "CH.islet.freq" 0.414898893571364 57
"CR.Cpeptide" "CH.islet.freq" 0.331697686237869 141
"CR.HbA1c" "CH.islet.freq" -0.347850146193155 50
"CR.peakGluc" "CH.islet.freq" -0.260025365144066 146
"HS" "CH.islet.size" NA 4
"Col18" "CH.islet.size" NA 4
"Sdc1" "CH.islet.size" NA 3
"Ins_x1" "CH.islet.size" NA 4
"Gcg_x1" "CH.islet.size" NA 3
"IP3R2" "CH.islet.size" NA 8
"TOM20" "CH.islet.size" NA 7
"MFN2" "CH.islet.size" NA 8
"VDAC1" "CH.islet.size" NA 7
"IP3R2.VDAC1" "CH.islet.size" NA 6
"beta_Ins" "CH.islet.size" NA 15
"beta_cells" "CH.islet.size" -0.0487483327736027 47
"beta_area" "CH.islet.size" 0.174182491075802 47
"beta_mass" "CH.islet.size" NA 29
"Nitrotyrosine" "CH.islet.size" NA 6
"GLP1R.acinar_x1" "CH.islet.size" NA 3
"GLP1R.islets_x1" "CH.islet.size" NA 3
"GLP1R.acinar_x2" "CH.islet.size" NA 3
"GLP1R.islets_x2" "CH.islet.size" NA 3
"HLA.A1" "CH.islet.size" NA 7
"HLA.A2" "CH.islet.size" NA 7
"HLA.A3" "CH.islet.size" NA 7
"HLA.A4" "CH.islet.size" NA 7
"HLA.A5" "CH.islet.size" NA 7
"HLA.A6" "CH.islet.size" NA 7
"HLA.A7" "CH.islet.size" NA 7
"HLA.A8" "CH.islet.size" NA 7
"HLA.B1" "CH.islet.size" NA 7
"HLA.B2" "CH.islet.size" NA 7
"HLA.B3" "CH.islet.size" NA 7
"HLA.B4" "CH.islet.size" NA 7
"HLA.B5" "CH.islet.size" NA 7
"HLA.B6" "CH.islet.size" NA 7
"HLA.C1" "CH.islet.size" NA 7
"HLA.C2" "CH.islet.size" NA 7
"HLA.C3" "CH.islet.size" NA 7
"HLA.C4" "CH.islet.size" NA 7
"HLA.C5" "CH.islet.size" NA 7
"HLA.C6" "CH.islet.size" NA 7
"HLA.C7" "CH.islet.size" NA 7
"HLA.F1" "CH.islet.size" NA 7
"HLA.F2" "CH.islet.size" NA 7
"HLA.F3" "CH.islet.size" NA 7
"HLA.F4" "CH.islet.size" NA 7
"HLA.F5" "CH.islet.size" NA 7
"HLA.F6" "CH.islet.size" NA 7
"HLA.F7" "CH.islet.size" NA 7
"B2M" "CH.islet.size" NA 7
"STAT1" "CH.islet.size" NA 7
"IHC.score" "CH.islet.size" NA 7
"ICI.score" "CH.islet.size" NA 7
"GAD65" "CH.islet.size" NA 8
"CD20_x1" "CH.islet.size" NA 1
"CyclinD1" "CH.islet.size" NA 9
"CyclinD3" "CH.islet.size" NA 10
"n_leucocytes" "CH.islet.size" NA 6
"n_leucocytes2" "CH.islet.size" NA 0
"n_islets" "CH.islet.size" NA 6
"n_insulitis" "CH.islet.size" NA 6
"n_islets2" "CH.islet.size" NA 0
"n_insulitis2" "CH.islet.size" NA 0
"x12LO" "CH.islet.size" NA 12
"CD20_x2" "CH.islet.size" NA 0
"MMc" "CH.islet.size" NA 2
"ins.MMc" "CH.islet.size" NA 2
"MxA" "CH.islet.size" NA 0
"BM" "CH.islet.size" NA 3
"insulin" "CH.islet.size" 0.104828483672192 15
"insulin2" "CH.islet.size" NA 3
"HLA" "CH.islet.size" NA 3
"survivin" "CH.islet.size" NA 3
"CH.Ins" "CH.islet.size" 0.0243805767423675 104
"CH.amyloid" "CH.islet.size" 0.492664639082147 104
"CH.dysplasia" "CH.islet.size" -0.016981706404197 104
"CH.metaplasia" "CH.islet.size" -0.016981706404197 104
"CH.pancreatitis" "CH.islet.size" 0.215374538925241 104
"CH.atrophy" "CH.islet.size" 0.20193241203216 104
"CH.fibrosis" "CH.islet.size" 0.260693622953351 104
"CH.CD3" "CH.islet.size" -0.0400205590493154 104
"CH.Ki67" "CH.islet.size" NA 46
"CH.islet.freq" "CH.islet.size" 0.0240493035121941 96
"CH.islet.size" "CH.islet.size" 1 104
"CR.age" "CH.islet.size" 0.177414533327941 104
"CR.height" "CH.islet.size" 0.0880482319301357 102
"CR.weight" "CH.islet.size" 0.125702868018608 102
"CR.BMI" "CH.islet.size" 0.0810973774743556 103
"CR.dbDuration" "CH.islet.size" NA 22
"CR.ageOnset" "CH.islet.size" NA 22
"CR.Cpeptide" "CH.islet.size" -0.039365945243313 91
"CR.HbA1c" "CH.islet.size" NA 33
"CR.peakGluc" "CH.islet.size" -0.0430267694204144 97
"HS" "CR.age" 0.399043924793145 16
"Col18" "CR.age" 0.337112825453465 14
"Sdc1" "CR.age" -0.127782041284143 9
"Ins_x1" "CR.age" -0.163185762584161 16
"Gcg_x1" "CR.age" -0.0897977153089747 13
"IP3R2" "CR.age" -0.0846550963043082 21
"TOM20" "CR.age" 0.128003902604407 19
"MFN2" "CR.age" -0.188217573443516 20
"VDAC1" "CR.age" 0.427363123950565 19
"IP3R2.VDAC1" "CR.age" -0.0931869045092648 19
"beta_Ins" "CR.age" 0.0448115440143744 29
"beta_cells" "CR.age" -0.0524186230168384 106
"beta_area" "CR.age" -0.241354576555321 106
"beta_mass" "CR.age" 0.0955758747564648 85
"Nitrotyrosine" "CR.age" -0.19349236061138 27
"GLP1R.acinar_x1" "CR.age" -0.0620014561564404 23
"GLP1R.islets_x1" "CR.age" 0.102437351211096 23
"GLP1R.acinar_x2" "CR.age" -0.219772729875313 23
"GLP1R.islets_x2" "CR.age" -0.00240208961267653 23
"HLA.A1" "CR.age" 0.0387451259850691 22
"HLA.A2" "CR.age" -0.00850422376954089 22
"HLA.A3" "CR.age" -0.00850422376954089 22
"HLA.A4" "CR.age" -0.173827187758246 22
"HLA.A5" "CR.age" -0.0928378017826656 22
"HLA.A6" "CR.age" -0.140385393597331 22
"HLA.A7" "CR.age" -0.0323558762115636 22
"HLA.A8" "CR.age" 0.286013420625419 22
"HLA.B1" "CR.age" -0.155599494561193 22
"HLA.B2" "CR.age" -0.105293407921557 22
"HLA.B3" "CR.age" -0.286325428522839 22
"HLA.B4" "CR.age" 0.0376845270867909 22
"HLA.B5" "CR.age" -0.314044426329532 22
"HLA.B6" "CR.age" -0.263818416800289 22
"HLA.C1" "CR.age" -0.343685946979642 22
"HLA.C2" "CR.age" -0.385744795268299 22
"HLA.C3" "CR.age" -0.21763489345684 22
"HLA.C4" "CR.age" -0.0821010406199725 22
"HLA.C5" "CR.age" 0.0759174044302919 22
"HLA.C6" "CR.age" -0.24788068605261 22
"HLA.C7" "CR.age" -0.213835831396228 22
"HLA.F1" "CR.age" 0.113163978441496 22
"HLA.F2" "CR.age" -0.212236912161518 22
"HLA.F3" "CR.age" -0.184976925475531 22
"HLA.F4" "CR.age" -0.184976925475531 22
"HLA.F5" "CR.age" -0.134906769318642 22
"HLA.F6" "CR.age" -0.184976925475531 22
"HLA.F7" "CR.age" -0.163205465101561 22
"B2M" "CR.age" -0.120950152693077 22
"STAT1" "CR.age" -0.18649814101757 22
"IHC.score" "CR.age" -0.529317070171449 22
"ICI.score" "CR.age" 0.347131186439855 22
"GAD65" "CR.age" -0.321277061823596 24
"CD20_x1" "CR.age" 1 2
"CyclinD1" "CR.age" -0.30484731793979 20
"CyclinD3" "CR.age" -0.0639718073604988 21
"n_leucocytes" "CR.age" -0.271850877177419 21
"n_leucocytes2" "CR.age" -0.0151364926025801 12
"n_islets" "CR.age" 0.127012753806632 21
"n_insulitis" "CR.age" -0.126557376970638 21
"n_islets2" "CR.age" -0.603637195321978 12
"n_insulitis2" "CR.age" -0.193958386937594 12
"x12LO" "CR.age" 0.12517001750918 45
"CD20_x2" "CR.age" -0.995537585376643 3
"MMc" "CR.age" -0.232983308260551 11
"ins.MMc" "CR.age" -0.282240089875462 11
"MxA" "CR.age" -0.109298747879126 5
"BM" "CR.age" 0.0358673377805094 10
"insulin" "CR.age" 0.138886443569981 61
"insulin2" "CR.age" -0.0766307319236839 16
"HLA" "CR.age" -0.176164287680412 16
"survivin" "CR.age" -0.176164287680412 16
"CH.Ins" "CR.age" -0.134630141251778 265
"CH.amyloid" "CR.age" 0.323383120196194 265
"CH.dysplasia" "CR.age" 0.17631556307663 265
"CH.metaplasia" "CR.age" 0.158692837068183 265
"CH.pancreatitis" "CR.age" 0.206472299919645 265
"CH.atrophy" "CR.age" 0.2656653547073 265
"CH.fibrosis" "CR.age" 0.258030656912449 265
"CH.CD3" "CR.age" -0.0942778512089723 265
"CH.Ki67" "CR.age" -0.371987356042843 104
"CH.islet.freq" "CR.age" -0.0249913630492876 159
"CH.islet.size" "CR.age" 0.177414533327941 104
"CR.age" "CR.age" 1 267
"CR.height" "CR.age" 0.545554370327157 264
"CR.weight" "CR.age" 0.575958945398495 264
"CR.BMI" "CR.age" 0.423547614345045 265
"CR.dbDuration" "CR.age" 0.635218499973598 131
"CR.ageOnset" "CR.age" 0.510554417798875 131
"CR.Cpeptide" "CR.age" 0.0889378028657293 243
"CR.HbA1c" "CR.age" -0.0422946465051365 80
"CR.peakGluc" "CR.age" -0.033916382582244 241
"HS" "CR.height" -0.0853648358450976 16
"Col18" "CR.height" 0.212500951897094 14
"Sdc1" "CR.height" -0.118315254870511 9
"Ins_x1" "CR.height" -0.146384905813412 16
"Gcg_x1" "CR.height" 0.459498456001502 13
"IP3R2" "CR.height" -0.244406554742037 21
"TOM20" "CR.height" 0.194429483064896 19
"MFN2" "CR.height" -0.196506912134757 20
"VDAC1" "CR.height" -0.311820553781132 19
"IP3R2.VDAC1" "CR.height" 0.26109209556419 19
"beta_Ins" "CR.height" -0.0239822343878924 29
"beta_cells" "CR.height" -0.02304905007003 105
"beta_area" "CR.height" -0.508392046729446 105
"beta_mass" "CR.height" 0.311210092977777 85
"Nitrotyrosine" "CR.height" -0.31268372687728 27
"GLP1R.acinar_x1" "CR.height" 0.262148042118657 23
"GLP1R.islets_x1" "CR.height" 0.305952281907055 23
"GLP1R.acinar_x2" "CR.height" 0.0251323014314361 23
"GLP1R.islets_x2" "CR.height" 0.477039363997934 23
"HLA.A1" "CR.height" 0.239660835751722 22
"HLA.A2" "CR.height" 0.173568115461254 22
"HLA.A3" "CR.height" 0.173568115461254 22
"HLA.A4" "CR.height" 0.0304197846384363 22
"HLA.A5" "CR.height" 0.00286667416967395 22
"HLA.A6" "CR.height" 0.0679855160376825 22
"HLA.A7" "CR.height" 0.334447492498114 22
"HLA.A8" "CR.height" 0.517677183920641 22
"HLA.B1" "CR.height" -0.345635551303029 22
"HLA.B2" "CR.height" -0.300559940341679 22
"HLA.B3" "CR.height" -0.322939568923322 22
"HLA.B4" "CR.height" -0.264177358997202 22
"HLA.B5" "CR.height" -0.375061218221444 22
"HLA.B6" "CR.height" -0.267453154598619 22
"HLA.C1" "CR.height" -0.308455870691546 22
"HLA.C2" "CR.height" -0.437961651681616 22
"HLA.C3" "CR.height" -0.189706889645348 22
"HLA.C4" "CR.height" -0.0109413502959859 22
"HLA.C5" "CR.height" 0.190460647938288 22
"HLA.C6" "CR.height" -0.204678451918923 22
"HLA.C7" "CR.height" -0.174584164047214 22
"HLA.F1" "CR.height" -0.0300501996628566 22
"HLA.F2" "CR.height" -0.23309755637992 22
"HLA.F3" "CR.height" -0.26041154482802 22
"HLA.F4" "CR.height" -0.26041154482802 22
"HLA.F5" "CR.height" -0.313509078291106 22
"HLA.F6" "CR.height" -0.26041154482802 22
"HLA.F7" "CR.height" -0.318196514208386 22
"B2M" "CR.height" 0.161239402709456 22
"STAT1" "CR.height" -0.348114191296224 22
"IHC.score" "CR.height" -0.37727622853354 22
"ICI.score" "CR.height" 0.262650314503981 22
"GAD65" "CR.height" -0.310345573015003 24
"CD20_x1" "CR.height" 1 2
"CyclinD1" "CR.height" -0.0872030707549594 20
"CyclinD3" "CR.height" 0.417384896184748 21
"n_leucocytes" "CR.height" -0.0880391256911669 21
"n_leucocytes2" "CR.height" 0.122821903184027 12
"n_islets" "CR.height" 0.236653251765716 21
"n_insulitis" "CR.height" 0.00193610247291481 21
"n_islets2" "CR.height" -0.739307036332734 12
"n_insulitis2" "CR.height" -0.155143968619044 12
"x12LO" "CR.height" -0.0475321945812736 45
"CD20_x2" "CR.height" -0.568483549736064 3
"MMc" "CR.height" -0.300372252029802 11
"ins.MMc" "CR.height" -0.231663741797232 11
"MxA" "CR.height" 0.236733979314771 4
"BM" "CR.height" 0.00302405901716078 10
"insulin" "CR.height" 0.00378960825441573 61
"insulin2" "CR.height" 0.0489055079869619 16
"HLA" "CR.height" -0.0489481581473821 16
"survivin" "CR.height" -0.0489481581473821 16
"CH.Ins" "CR.height" -0.124721646120637 262
"CH.amyloid" "CR.height" 0.130116868629021 262
"CH.dysplasia" "CR.height" 0.0514707446029535 262
"CH.metaplasia" "CR.height" 0.0837030767311371 262
"CH.pancreatitis" "CR.height" 0.172371154482187 262
"CH.atrophy" "CR.height" 0.237221221346542 262
"CH.fibrosis" "CR.height" 0.161895340037953 262
"CH.CD3" "CR.height" 0.0140339696754448 262
"CH.Ki67" "CR.height" -0.36080072061975 103
"CH.islet.freq" "CR.height" -0.0705264045164783 157
"CH.islet.size" "CR.height" 0.0880482319301357 102
"CR.age" "CR.height" 0.545554370327157 264
"CR.height" "CR.height" 1 264
"CR.weight" "CR.height" 0.817949394463689 264
"CR.BMI" "CR.height" 0.430953361631311 264
"CR.dbDuration" "CR.height" 0.152644617114848 131
"CR.ageOnset" "CR.height" 0.233347729109845 131
"CR.Cpeptide" "CR.height" 0.102800329380362 242
"CR.HbA1c" "CR.height" 0.122391403003813 79
"CR.peakGluc" "CR.height" 0.0840959783877177 240
"HS" "CR.weight" -0.150257612733789 16
"Col18" "CR.weight" 0.117201786741669 14
"Sdc1" "CR.weight" -0.424864611510303 9
"Ins_x1" "CR.weight" -0.216958784120232 16
"Gcg_x1" "CR.weight" 0.531622727640346 13
"IP3R2" "CR.weight" 0.0546076792213954 21
"TOM20" "CR.weight" -0.137092987725855 19
"MFN2" "CR.weight" 0.0325768106820611 20
"VDAC1" "CR.weight" -0.0204403735604014 19
"IP3R2.VDAC1" "CR.weight" -0.230139140762465 19
"beta_Ins" "CR.weight" 0.0379939320906761 29
"beta_cells" "CR.weight" -0.0518766077343001 105
"beta_area" "CR.weight" -0.378154173211663 105
"beta_mass" "CR.weight" 0.283788594229459 85
"Nitrotyrosine" "CR.weight" -0.256340052088477 27
"GLP1R.acinar_x1" "CR.weight" 0.203423335215866 23
"GLP1R.islets_x1" "CR.weight" -0.0663947775644252 23
"GLP1R.acinar_x2" "CR.weight" 0.114157468790653 23
"GLP1R.islets_x2" "CR.weight" -0.235777160221904 23
"HLA.A1" "CR.weight" 0.104606365766532 22
"HLA.A2" "CR.weight" 0.0086697375449232 22
"HLA.A3" "CR.weight" 0.0086697375449232 22
"HLA.A4" "CR.weight" -0.168775769671054 22
"HLA.A5" "CR.weight" -0.169028905119674 22
"HLA.A6" "CR.weight" -0.112196216660624 22
"HLA.A7" "CR.weight" 0.144424258302342 22
"HLA.A8" "CR.weight" 0.462657190016433 22
"HLA.B1" "CR.weight" -0.37123361753201 22
"HLA.B2" "CR.weight" -0.106452990497633 22
"HLA.B3" "CR.weight" -0.493613090106725 22
"HLA.B4" "CR.weight" -0.41583784439578 22
"HLA.B5" "CR.weight" -0.527840621427047 22
"HLA.B6" "CR.weight" -0.474418471485483 22
"HLA.C1" "CR.weight" -0.381316081411145 22
"HLA.C2" "CR.weight" -0.422580811467319 22
"HLA.C3" "CR.weight" -0.36095048670847 22
"HLA.C4" "CR.weight" -0.0660800714743997 22
"HLA.C5" "CR.weight" -0.0635201850957871 22
"HLA.C6" "CR.weight" -0.372891981314917 22
"HLA.C7" "CR.weight" -0.338542362807738 22
"HLA.F1" "CR.weight" -0.306393448969156 22
"HLA.F2" "CR.weight" -0.504342353629406 22
"HLA.F3" "CR.weight" -0.546856478261763 22
"HLA.F4" "CR.weight" -0.546856478261763 22
"HLA.F5" "CR.weight" -0.518227467852837 22
"HLA.F6" "CR.weight" -0.546856478261763 22
"HLA.F7" "CR.weight" -0.225793206289624 22
"B2M" "CR.weight" -0.0730880074831371 22
"STAT1" "CR.weight" -0.378905916888738 22
"IHC.score" "CR.weight" -0.47091622366498 22
"ICI.score" "CR.weight" 0.243097091404934 22
"GAD65" "CR.weight" -0.499509901791754 24
"CD20_x1" "CR.weight" 1 2
"CyclinD1" "CR.weight" -0.0210308645166937 20
"CyclinD3" "CR.weight" 0.361776146896443 21
"n_leucocytes" "CR.weight" -0.215500163108344 21
"n_leucocytes2" "CR.weight" 0.0352528109958709 12
"n_islets" "CR.weight" 0.17307449245231 21
"n_insulitis" "CR.weight" -0.108474141771078 21
"n_islets2" "CR.weight" -0.654973328917299 12
"n_insulitis2" "CR.weight" -0.23667876999507 12
"x12LO" "CR.weight" 0.152091775603176 45
"CD20_x2" "CR.weight" -0.802955068546966 3
"MMc" "CR.weight" -0.141886637656502 11
"ins.MMc" "CR.weight" -0.331991415841663 11
"MxA" "CR.weight" 0.314182468445756 4
"BM" "CR.weight" 0.203439008596846 10
"insulin" "CR.weight" 0.193568004253771 61
"insulin2" "CR.weight" 0.155873464130734 16
"HLA" "CR.weight" -0.0609892111706153 16
"survivin" "CR.weight" -0.0609892111706153 16
"CH.Ins" "CR.weight" -0.0157785842453805 262
"CH.amyloid" "CR.weight" 0.262690130029666 262
"CH.dysplasia" "CR.weight" 0.112987952555136 262
"CH.metaplasia" "CR.weight" 0.156505535530754 262
"CH.pancreatitis" "CR.weight" 0.157444857850289 262
"CH.atrophy" "CR.weight" 0.196497185604042 262
"CH.fibrosis" "CR.weight" 0.19444136227478 262
"CH.CD3" "CR.weight" -0.0297085516532069 262
"CH.Ki67" "CR.weight" -0.310990922337578 103
"CH.islet.freq" "CR.weight" 0.0133586628170604 157
"CH.islet.size" "CR.weight" 0.125702868018608 102
"CR.age" "CR.weight" 0.575958945398495 264
"CR.height" "CR.weight" 0.817949394463689 264
"CR.weight" "CR.weight" 1 264
"CR.BMI" "CR.weight" 0.830862150274637 264
"CR.dbDuration" "CR.weight" 0.07168641069627 131
"CR.ageOnset" "CR.weight" 0.48882631745354 131
"CR.Cpeptide" "CR.weight" 0.20458683424139 242
"CR.HbA1c" "CR.weight" 0.103466914624474 79
"CR.peakGluc" "CR.weight" -0.00711936905806784 240
"HS" "CR.BMI" -0.230406800877296 16
"Col18" "CR.BMI" -0.118319712929142 14
"Sdc1" "CR.BMI" -0.745742985958511 9
"Ins_x1" "CR.BMI" -0.229567398823358 16
"Gcg_x1" "CR.BMI" 0.497651120390742 13
"IP3R2" "CR.BMI" 0.196320816779903 21
"TOM20" "CR.BMI" -0.202226843476888 19
"MFN2" "CR.BMI" 0.106313814240855 20
"VDAC1" "CR.BMI" 0.173569527351154 19
"IP3R2.VDAC1" "CR.BMI" -0.353346219212276 19
"beta_Ins" "CR.BMI" 0.0623866217850406 29
"beta_cells" "CR.BMI" -0.0841487111198061 106
"beta_area" "CR.BMI" -0.362911102986739 106
"beta_mass" "CR.BMI" 0.117860257915984 85
"Nitrotyrosine" "CR.BMI" -0.227951446443157 27
"GLP1R.acinar_x1" "CR.BMI" 0.032526750472553 23
"GLP1R.islets_x1" "CR.BMI" -0.255196123675709 23
"GLP1R.acinar_x2" "CR.BMI" 0.119588195730614 23
"GLP1R.islets_x2" "CR.BMI" -0.499690745620326 23
"HLA.A1" "CR.BMI" 0.0494566982575025 22
"HLA.A2" "CR.BMI" -0.106089211376799 22
"HLA.A3" "CR.BMI" -0.106089211376799 22
"HLA.A4" "CR.BMI" -0.272416233091373 22
"HLA.A5" "CR.BMI" -0.271593811176923 22
"HLA.A6" "CR.BMI" -0.225664256650548 22
"HLA.A7" "CR.BMI" -0.0337988016697644 22
"HLA.A8" "CR.BMI" 0.28995713619886 22
"HLA.B1" "CR.BMI" -0.367589986752025 22
"HLA.B2" "CR.BMI" 0.0989761264138471 22
"HLA.B3" "CR.BMI" -0.535252665264742 22
"HLA.B4" "CR.BMI" -0.40086752122828 22
"HLA.B5" "CR.BMI" -0.528370130450251 22
"HLA.B6" "CR.BMI" -0.530159728954406 22
"HLA.C1" "CR.BMI" -0.368607818870214 22
"HLA.C2" "CR.BMI" -0.298050515541437 22
"HLA.C3" "CR.BMI" -0.402545699297099 22
"HLA.C4" "CR.BMI" -0.0375701011690435 22
"HLA.C5" "CR.BMI" -0.200931289279804 22
"HLA.C6" "CR.BMI" -0.386838828570251 22
"HLA.C7" "CR.BMI" -0.374841444208063 22
"HLA.F1" "CR.BMI" -0.521145812356141 22
"HLA.F2" "CR.BMI" -0.615155037678265 22
"HLA.F3" "CR.BMI" -0.702796006037505 22
"HLA.F4" "CR.BMI" -0.702796006037505 22
"HLA.F5" "CR.BMI" -0.629470208826592 22
"HLA.F6" "CR.BMI" -0.702796006037505 22
"HLA.F7" "CR.BMI" -0.0752525596879898 22
"B2M" "CR.BMI" -0.255004976523943 22
"STAT1" "CR.BMI" -0.408977927369177 22
"IHC.score" "CR.BMI" -0.348344224160194 22
"ICI.score" "CR.BMI" 0.129184976327044 22
"GAD65" "CR.BMI" -0.497430654699896 24
"CD20_x1" "CR.BMI" 1 2
"CyclinD1" "CR.BMI" 0.0632357165702811 20
"CyclinD3" "CR.BMI" 0.231383609184165 21
"n_leucocytes" "CR.BMI" -0.267766068782909 21
"n_leucocytes2" "CR.BMI" -0.180323580686438 12
"n_islets" "CR.BMI" 0.100656903539869 21
"n_insulitis" "CR.BMI" -0.166894177750583 21
"n_islets2" "CR.BMI" -0.139583674833871 12
"n_insulitis2" "CR.BMI" -0.31614275270529 12
"x12LO" "CR.BMI" 0.236538424937015 45
"CD20_x2" "CR.BMI" 0.236834836098508 3
"MMc" "CR.BMI" 0.073370064007767 11
"ins.MMc" "CR.BMI" -0.22687881116752 11
"MxA" "CR.BMI" 0.296097882907706 4
"BM" "CR.BMI" 0.31581266448515 10
"insulin" "CR.BMI" 0.247930254528484 61
"insulin2" "CR.BMI" 0.319772579426593 16
"HLA" "CR.BMI" 0.0708136627643565 16
"survivin" "CR.BMI" 0.0708136627643565 16
"CH.Ins" "CR.BMI" 0.0611076011558965 263
"CH.amyloid" "CR.BMI" 0.281016727804478 263
"CH.dysplasia" "CR.BMI" 0.166949845697893 263
"CH.metaplasia" "CR.BMI" 0.167090650901481 263
"CH.pancreatitis" "CR.BMI" 0.0920709129138515 263
"CH.atrophy" "CR.BMI" 0.147345249748554 263
"CH.fibrosis" "CR.BMI" 0.166500677827258 263
"CH.CD3" "CR.BMI" -0.0501579701165625 263
"CH.Ki67" "CR.BMI" -0.242152558746851 103
"CH.islet.freq" "CR.BMI" 0.0521939618445876 158
"CH.islet.size" "CR.BMI" 0.0810973774743556 103
"CR.age" "CR.BMI" 0.423547614345045 265
"CR.height" "CR.BMI" 0.430953361631311 264
"CR.weight" "CR.BMI" 0.830862150274637 264
"CR.BMI" "CR.BMI" 1 265
"CR.dbDuration" "CR.BMI" -0.0584438162020133 131
"CR.ageOnset" "CR.BMI" 0.464532093744299 131
"CR.Cpeptide" "CR.BMI" 0.195179579245079 242
"CR.HbA1c" "CR.BMI" 0.0699208473522433 79
"CR.peakGluc" "CR.BMI" -0.0280898564404326 241
"HS" "CR.dbDuration" -0.118696591906945 8
"Col18" "CR.dbDuration" 0.146787405557078 6
"Sdc1" "CR.dbDuration" -0.80437268902064 5
"Ins_x1" "CR.dbDuration" -0.756687150607842 8
"Gcg_x1" "CR.dbDuration" 0.260209450895535 7
"IP3R2" "CR.dbDuration" -0.316220587903047 10
"TOM20" "CR.dbDuration" 0.4106354435938 9
"MFN2" "CR.dbDuration" -0.18367976776614 9
"VDAC1" "CR.dbDuration" -0.302643068517089 9
"IP3R2.VDAC1" "CR.dbDuration" 0.564747628745198 10
"beta_Ins" "CR.dbDuration" -0.012758112178437 11
"beta_cells" "CR.dbDuration" -0.0531883770784165 47
"beta_area" "CR.dbDuration" -0.123684127640631 47
"beta_mass" "CR.dbDuration" -0.0797178155117333 43
"Nitrotyrosine" "CR.dbDuration" 0.434033081746896 14
"GLP1R.acinar_x1" "CR.dbDuration" 0.357612146868506 19
"GLP1R.islets_x1" "CR.dbDuration" 0.227716680039454 19
"GLP1R.acinar_x2" "CR.dbDuration" 0.0713295205663549 19
"GLP1R.islets_x2" "CR.dbDuration" -0.017972472731807 19
"HLA.A1" "CR.dbDuration" 0.316727249344825 14
"HLA.A2" "CR.dbDuration" 0.226301110391695 14
"HLA.A3" "CR.dbDuration" 0.226301110391695 14
"HLA.A4" "CR.dbDuration" 0.0459794315260314 14
"HLA.A5" "CR.dbDuration" -0.0337422445125468 14
"HLA.A6" "CR.dbDuration" 0.159634942207949 14
"HLA.A7" "CR.dbDuration" 0.331273787759555 14
"HLA.A8" "CR.dbDuration" 0.454896434798883 14
"HLA.B1" "CR.dbDuration" -0.16551723200222 14
"HLA.B2" "CR.dbDuration" -0.0337660430294545 14
"HLA.B3" "CR.dbDuration" -0.250697380430914 14
"HLA.B4" "CR.dbDuration" -0.120890125371543 14
