Table S1. 5368 protein groups identified in pancreatic tissue.																									
Majority protein IDs	Protein names	Gene names	Mol. weight [kDa]	Sequence coverage [%]	Peptides	Unique peptides	Score	Q-value	HC_1 reporter ion intensity	HC_2 reporter ion intensity	HC_3 reporter ion intensity	HC_4 reporter ion intensity	HC_5 reporter ion intensity	T1D_1 reporter ion intensity	T1D_2 reporter ion intensity	T1D_3 reporter ion intensity	T1D_4 reporter ion intensity	T1D_5 reporter ion intensity	BCGA_microarray data_ductal cells	BCGA_microarray data_exocrine pancreas	BCGA_microarray data_pancreatic islets	BCGA_microarray data_primary beta cells	Identified in Kim et al (2014)_pancreas proteome researched by MaxQuant	Pancreas enriched proteinsa in Kim et al (2014)	Pancreas enriched proteins in Uhlén et al (2015)
Q9NV96;Q9NV96-2	Cell cycle control protein 50A	TMEM30A	40.683	12.2	5	5	30.595	0	16626	17764	19340	13411	26347	10092	10094	8432.7	4733.3	8710.1	Moderate	Enriched	Enriched	No expression	YES		
Q9NVA4	Transmembrane protein 184C	TMEM184C	50.141	3	1	1	15.6	0	12460	13136	15521	11693	16097	11576	5462.3	8470.5	2521.8	8397.5	Enriched	Moderate	Enriched	No expression	YES		
Q9NVE5;Q9NVE5-3;C9JK14	Ubiquitin carboxyl-terminal hydrolase 40	USP40	140.13	1.6	2	2	3.275	0.00077519	1446.4	1020.5	1158.9	1820.8	1510.2	1615.2	1327	1156.8	913.18	1227.4	Moderate	Enriched	Moderate	No expression	YES		
Q9NVE7;E9PHT6;H0YA26	Pantothenate kinase 4	PANK4	85.99	11	8	8	47.881	0	18339	16451	22294	18745	17319	24632	44195	46152	15318	26467	Enriched	Moderate	Enriched	No expression	YES		
Q9NVH0;Q9NVH0-2	Exonuclease 3-5 domain-containing protein 2	EXD2	70.352	11.1	6	6	12.899	0	7643.1	3046	5381.1	10054	4150.6	5804.5	6005.9	8205.3	3976.1	7484.1	Moderate	Enriched	Enriched	Enriched	YES		
Q9NVH1-3;Q9NVH1;Q9NVH1-2;Q5TH61;B1AK20	DnaJ homolog subfamily C member 11	DNAJC11	57.196	15.6	6	6	40.957	0	28787	22017	22068	27519	26855	19873	11150	22097	3770.6	23260	Enriched	Enriched	Enriched	No expression	YES		
Q9NVH6-7;Q9NVH6-6;Q9NVH6-5;Q9NVH6;Q9NVH6-8;Q9NVH6-4;Q9NVH6-2;Q9NVH6-3	Trimethyllysine dioxygenase, mitochondrial	TMLHE	41.537	7.1	2	2	3.9045	0.00061175	7839.8	6191.5	8046.6	9402	8348.6	6841.9	6811.1	7450	3518.4	8408.2	Low	Moderate	Moderate	No expression	YES		
Q9NVI7-2;Q9NVI7;H0Y2W2;Q9NVI7-3	ATPase family AAA domain-containing protein 3A	ATAD3A	66.217	30	18	18	125.35	0	112960	78816	109700	100730	132770	104520	138130	111360	83238	126230	Enriched	Enriched	Moderate	No expression			
Q9NVJ2;Q9NVJ2-2	ADP-ribosylation factor-like protein 8B	ARL8B	21.539	33.9	6	3	43.62	0	74172	42895	60695	72983	63532	115860	87733	81687	36075	102240	Enriched	Enriched	Enriched	No expression			
Q9NVM6	DnaJ homolog subfamily C member 17	DNAJC17	34.687	3.6	1	1	3.2395	0.00077235	4016.7	5091.8	5246.9	2878.6	6248.9	2698.6	4007.6	3793.1	3864.2	4507.4	No expression	No expression	Low	No expression	YES		
Q9NVM9-2;Q9NVM9;H0YI01	Protein asunder homolog	ASUN	68.494	5.3	3	3	3.9678	0.00061538	17856	13285	15870	16245	16858	15083	15538	17753	8372.3	15155					YES		
Q9NVN8	Guanine nucleotide-binding protein-like 3-like protein	GNL3L	65.572	3.4	2	2	4.1263	0.00062163	1478.6	1747.9	1794.6	1417.5	2505.6	1374.4	1613.8	1374.7	1331.5	1573.5	Moderate	Low	Moderate	No expression	YES		
Q9NVP1	ATP-dependent RNA helicase DDX18	DDX18	75.406	17.8	13	13	39.565	0	56263	43821	47978	51769	49498	51504	55186	65230	30018	61524	Enriched	Enriched	Enriched	Low	YES		
Q9NVS2;Q5QPA5;Q9NVS2-3;Q9NVS2-2	28S ribosomal protein S18a, mitochondrial	MRPS18A	22.184	12.8	2	2	3.1913	0.00076775	2350	2933.5	2427	2047.7	4097.5	3041.4	3289	2963.6	2726.9	5245.3	Enriched	Moderate	Enriched	No expression			
Q9NVS9;Q9NVS9-2;Q9NVS9-3;Q9NVS9-4;J3QQV6	Pyridoxine-5-phosphate oxidase	PNPO	29.988	29.9	12	12	85.567	0	21190	21738	23429	13204	31379	16727	21855	19659	15871	15074	Moderate	Enriched	Enriched	No expression	YES		
Q9NVV4;Q5T851	Poly(A) RNA polymerase, mitochondrial	MTPAP	66.171	4.6	3	3	55.33	0	9528.2	9802.3	12477	6417	12111	6000.7	16556	11136	8207.9	15466	Enriched	Enriched	Enriched	No expression	YES		
Q9NVZ3;D6RB24;Q9NVZ3-4;F6SKB8;Q9NVZ3-3;Q9NVZ3-2	Adaptin ear-binding coat-associated protein 2	NECAP2	28.338	15.2	4	4	7.9699	0	14453	14104	13542	12860	15705	14828	12547	10818	6886.2	13657	Moderate	Enriched	Enriched	No expression	YES		
Q9NW13-2;Q9NW13	RNA-binding protein 28	RBM28	69.922	16.8	9	9	27.529	0	31160	24944	31721	31361	42325	23902	35733	33725	27858	36309	Enriched	Moderate	Enriched	No expression	YES		
Q9NW64-2;Q9NW64;E5RJW4	Pre-mRNA-splicing factor RBM22	RBM22	41.151	22.4	7	7	27.366	0	23804	26195	26814	26835	37237	16819	24974	20560	16791	28142	Moderate	Enriched	Enriched	No expression	YES		
Q9NW68;Q9NW68-7;Q9NW68-8;Q9NW68-3;Q9NW68-9;Q9NW68-2;Q9NW68-4	BSD domain-containing protein 1	BSDC1	47.163	19.5	7	7	14.716	0	26742	20963	22680	29296	23031	25832	25477	28372	12637	26720	Enriched	Enriched	Enriched	No expression	YES		
Q9NW97	Transmembrane protein 51	TMEM51	27.759	14.2	4	4	38.876	0	14107	12616	15408	15669	15643	11962	14672	24062	21387	17506	Enriched	Enriched	Enriched	No expression	YES		
Q9NWB7	Intraflagellar transport protein 57 homolog	IFT57	49.108	4.7	2	2	4.1903	0.0006237	4723.6	2727.1	3846	3751.1	1997.3	4984	2942.1	7407.4	1729.3	6092.1	Moderate	Enriched	Enriched	No expression			
Q9NWF9;Q9NWF9-1	E3 ubiquitin-protein ligase RNF216	RNF216	99.405	1.6	1	1	2.0813	0.0070702	6336.8	4686	7360.4	15638	5758.3	6457	7207.4	11681	3343.3	9127.7	Enriched	Enriched	Enriched	No expression			
Q9NWQ8	Phosphoprotein associated with glycosphingolipid-enriched microdomains 1	PAG1	46.98	2.5	1	1	3.1753	0.00076658	11690	12487	14137	10114	14181	10621	7095.8	9672.4	1793.1	11960	Enriched	Enriched	Enriched	No expression			
Q9NWT6	Hypoxia-inducible factor 1-alpha inhibitor	HIF1AN	40.285	5.2	1	1	3.4316	0.00078632	4397.9	3615.7	3461.5	4907.5	4239	6173.9	2400	2822.4	1599.7	3814.2	Moderate	Moderate	Moderate	No expression	YES		
Q9NWU1;C9J2G3;C9JQQ2;Q9NWU1-2;F8VNS3	3-oxoacyl-[acyl-carrier-protein] synthase, mitochondrial	OXSM	48.842	10.2	6	6	16.264	0	26212	19550	24627	22704	27934	31006	21535	18885	8366.7	21221	Enriched	Moderate	Enriched	No expression	YES		
Q9NWV4;B1ARP7	UPF0587 protein C1orf123	C1orf123	18.048	43.8	7	7	93.381	0	103630	64653	60234	121310	71629	60564	69105	116020	41835	98687	Enriched	Enriched	Enriched	Low	YES		
Q9NWV8;M0R193;M0R0I0;J3KQS6;M0R3F4;M0R2A4;M0R2K3;M0R2I2;Q9NWV8-3	BRISC and BRCA1-A complex member 1	BABAM1	36.56	16.7	5	5	9.3635	0	25637	22034	25918	19039	28351	23075	28400	18130	21059	23188					YES		
Q9NWY4	UPF0609 protein C4orf27	C4orf27	39.436	6.1	2	2	6.4095	0	12917	13145	14656	11209	16085	13344	16158	11541	11493	15214	Moderate	Enriched	Enriched	No expression	YES		
Q9NWZ5-3;Q9NWZ5-2;Q9NWZ5;Q9NWZ5-4	Uridine-cytidine kinase-like 1	UCKL1	44.567	13.2	5	5	6.5212	0	7791	5467.1	6390.8	5813	7648.3	4866	5111.1	5582.4	2933.5	5670.6	Low	Enriched	Enriched	Enriched	YES		
Q9NX00	Transmembrane protein 160	TMEM160	19.657	5.3	1	1	2.6008	0.0027283	1059	1206.1	1464	1094.3	1639.7	1017.4	1561.3	1342.4	1569.1	1742	Enriched	Moderate	Moderate	No expression			
Q9NX14;Q9NX14-2	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11, mitochondrial	NDUFB11	17.316	35.3	6	6	29.987	0	26972	16363	21238	21222	23497	29470	30685	30989	11954	27835	Enriched	Enriched	Enriched	No expression	YES		
Q9NX24;J3QSY4;D6RC52;D6RCB9	H/ACA ribonucleoprotein complex subunit 2	NHP2	17.201	37.3	9	9	59.96	0	32165	25233	27753	31108	33797	21788	20599	18594	11073	27572	Enriched	Enriched	Enriched	Low	YES		
Q9NX40;D6RDK6;D6RBN5;D6RG39;D6RIT9;Q9NX40-3;Q9NX40-2;Q9NX40-4	OCIA domain-containing protein 1	OCIAD1	27.626	27.3	8	8	16.998	0	47218	42225	43496	51715	51269	38501	53362	55686	35005	63835	Enriched	Enriched	Enriched	No expression	YES		
Q9NX46	Poly(ADP-ribose) glycohydrolase ARH3	ADPRHL2	38.946	10.2	4	4	26.155	0	11677	8092.8	7941.6	10272	14155	8362.9	6895.4	5017.5	2961.5	7590.1	Enriched	Enriched	Enriched	No expression	YES		
Q9NX55	Huntingtin-interacting protein K	HYPK	14.665	38	5	5	64.873	0	13064	7705.4	10851	15400	11462	26619	16520	26226	9818.6	27825					YES		
Q9NX58	Cell growth-regulating nucleolar protein	LYAR	43.614	15.6	4	4	36.599	0	25601	19493	23737	22689	33654	21197	21708	23042	11201	23867	Enriched	Enriched	Moderate	No expression	YES		
Q9NX62	Inositol monophosphatase 3	IMPAD1	38.681	12	4	4	10.295	0	13714	5898.3	8978.9	13090	10484	13984	9653.1	8386.5	5397.3	10961	Enriched	Enriched	Enriched	No expression	YES		
Q9NXA8-4;Q9NXA8-3;Q9NXA8-2;Q9NXA8	NAD-dependent protein deacylase sirtuin-5, mitochondrial	SIRT5	21.688	7.9	1	1	3.2631	0.00077429	4019.1	3611.4	3624.8	3062.3	4373.2	2686.9	2466.2	3314.7	991.42	3042.9	Moderate	Moderate	Moderate	No expression	YES		
Q9NXC5;Q9NXC5-2	WD repeat-containing protein mio	MIOS	98.583	7.4	8	8	37.768	0	16379	13545	14972	14835	16488	18619	18997	27786	10454	20754	Enriched	Enriched	Enriched	Moderate	YES		
Q9NXF1-2;Q9NXF1	Testis-expressed sequence 10 protein	TEX10	103.91	4.3	3	3	12.999	0	5564.1	4472.5	6390.5	4860.7	6419.6	3796.6	4088.8	3520	3638.7	3915.4	Enriched	Moderate	Enriched	No expression	YES		
Q9NXG2	THUMP domain-containing protein 1	THUMPD1	39.315	28.6	14	14	79.36	0	37632	24898	35228	27762	28760	23859	31501	34161	22434	37710	Moderate	Moderate	Enriched	Enriched	YES		
Q9NXJ5;U3KQ24;U3KQG9;S4R2Y9	Pyroglutamyl-peptidase 1	PGPEP1	23.138	16.3	5	5	9.2743	0	15644	13062	12869	16014	19573	11992	10156	14660	4598.2	12768	Moderate	Enriched	Enriched	No expression			
Q9NXN4-2;Q9NXN4	Ganglioside-induced differentiation-associated protein 2	GDAP2	56.048	5.6	2	2	2.292	0.0049558	7303.3	5680.2	4668.8	6854	5563.2	9286.9	12226	10196	8787.1	7422.2	Moderate	Low	Moderate	No expression	YES		
Q9NXS2-3;Q9NXS2;K7EQG1	Glutaminyl-peptide cyclotransferase-like protein	QPCTL	32.911	14.9	5	5	17.336	0	9472.1	8315.4	9154	6255	10821	6912.7	6963.1	6834.2	3802.6	6830.2	Low	No expression	No expression	No expression	YES		
Q9NXV6	CDKN2A-interacting protein	CDKN2AIP	61.124	21.9	13	13	41.885	0	14277	15246	20474	13699	21925	14548	19151	15663	12602	18117	Low	Low	Enriched	No expression	YES		
Q9NY12-2;Q9NY12	H/ACA ribonucleoprotein complex subunit 1	GAR1	20.834	27.6	10	10	19.57	0	81631	44093	63924	64064	74076	103820	96039	72137	38780	73178	Moderate	Moderate	Enriched	No expression	YES		
Q9NY15	Stabilin-1	STAB1	275.48	3.2	7	7	21.204	0	51294	54090	56979	39661	66637	24149	31128	31369	17171	36018	Moderate	Moderate	Moderate	Moderate	YES		
Q9NY27-2;Q9NY27;Q9NY27-3;C9IZ04	Serine/threonine-protein phosphatase 4 regulatory subunit 2	PPP4R2	40.175	16.4	6	6	13.35	0	9885.2	9102.2	11972	7772.7	14966	7628.5	14726	8869.7	10207	13696	Moderate	Enriched	Enriched	No expression	YES		
Q9NY33-4;G3V1D3;G3V180;Q9NY33	Dipeptidyl peptidase 3	DPP3	79.306	37.2	28	16	98.164	0	131660	97864	117270	131110	148060	104140	110130	111340	56616	109670	Enriched	Enriched	Enriched	No expression	YES		
Q9NY61	Protein AATF	AATF	63.132	7.5	3	3	6.713	0	6473.6	4908.2	6705	8215.2	6067	7714.2	8249.7	12995	4293	9472.8	Enriched	Enriched	Enriched	Enriched	YES		
Q9NYB0	Telomeric repeat-binding factor 2-interacting protein 1	TERF2IP	44.259	12	3	3	25.084	0	5654.9	5776.8	4720.8	5975.7	6340.1	5359.1	4467.9	4523.5	3144.4	4977.4	Moderate	Enriched	Enriched	Enriched	YES		
Q9NYF8-2;Q9NYF8;Q9NYF8-4	Bcl-2-associated transcription factor 1	BCLAF1	105.95	19.5	24	0	3.6819	0.00079952	18374	12379	12957	12960	20369	7795.3	4054	6470	1051.6	7022.4	Moderate	Enriched	Enriched	Enriched	YES		
Q9NYJ1;Q9NYJ1-2	Cytochrome c oxidase assembly factor 4 homolog, mitochondrial	COA4	10.134	18.4	1	1	3.0947	0.00095021	6348.2	4928.7	4447.9	6428.6	4427	5374.8	5539	7738.3	3989	7720.8							
Q9NYL4;F8VU90;Q9NYL4-2	Peptidyl-prolyl cis-trans isomerase FKBP11;Peptidyl-prolyl cis-trans isomerase	FKBP11	22.18	30.8	24	18	254.41	0	408440	241990	253380	444690	289430	357050	249200	264450	141460	274290	Enriched	Enriched	Enriched	No expression	YES		
Q9NYL9	Tropomodulin-3	TMOD3	39.594	46	28	27	63.773	0	123330	90215	107200	126640	119130	126500	122180	126020	56459	119950	Moderate	Enriched	Enriched	No expression	YES		
Q9NYM9;E9PQJ6;H7BXT7;B8ZZS0	BET1-like protein	BET1L	12.388	45	4	4	36.215	0	13378	11413	12890	11645	10442	22959	23865	25361	20382	25415	Enriched	Enriched	Enriched	No expression	YES		
Q9NYQ7;Q9NYQ7-2;Q9HCU4	Cadherin EGF LAG seven-pass G-type receptor 3;Cadherin EGF LAG seven-pass G-type receptor 2	CELSR3;CELSR2	358.18	0.5	2	1	2.166	0.0061167	3062	6571	6499.3	3057.8	8078	2794.3	3066.7	2669.6	2476.4	5506.8	Enriched	Moderate	Enriched	Enriched			
Q9NYU2-2;Q9NYU2	UDP-glucose:glycoprotein glucosyltransferase 1	UGGT1	174.97	38.3	100	97	323.31	0	511120	359740	354570	500620	404950	511800	527130	468860	327190	427790					YES		
Q9NZ01	Very-long-chain enoyl-CoA reductase	TECR	36.034	21.1	11	11	14.234	0	80500	25055	46724	73714	54687	85645	95500	85893	22580	68963					YES		
Q9NZ08;Q9NZ08-2	Endoplasmic reticulum aminopeptidase 1	ERAP1	107.23	23	22	22	83.031	0	140670	67190	79683	111390	84711	134640	108580	140000	62262	109680	Moderate	Low	Enriched	No expression	YES		
V9GYX7;Q9NZ32;G3V524;G3V2Q5;G3V5Y4;F6S9Y6	Actin-related protein 10	ACTR10	33.201	26.2	6	6	120.5	0	26315	21374	23228	23328	24362	23291	21175	18439	8727.9	21330	Enriched	Enriched	Enriched	No expression	YES		
Q9NZ43;G8JLK1;Q9NZ43-2;M0QZE0;Q9NZ43-3;M0QYT5	Vesicle transport protein USE1	USE1	29.371	27	9	9	49.214	0	30757	21651	22962	29359	23744	33349	34646	26815	36080	35564	Low	Moderate	Moderate	No expression	YES		
Q9NZ45	CDGSH iron-sulfur domain-containing protein 1	CISD1	12.199	48.1	12	12	73.319	0	66782	51942	56239	47584	77580	73878	76492	97033	38058	81086	Moderate	Moderate	Enriched	No expression	YES		
Q9NZB2;Q9NZB2-6;Q9NZB2-4;Q9NZB2-5	Constitutive coactivator of PPAR-gamma-like protein 1	FAM120A	121.89	33.9	39	39	281.44	0	182540	131790	139630	191540	181460	159830	193220	190400	121000	185030	Enriched	Enriched	Enriched	Enriched	YES		
Q9NZC3;H3BU22	Glycerophosphodiester phosphodiesterase 1	GDE1	37.718	10	4	4	4.238	0.00062657	1931.4	560.85	611.63	1664.5	1444.9	2458.7	2086	1283.6	2222.2	1807.3	Low	Enriched	Enriched	Low			
Q9NZH0;Q9NZH0-2	G-protein coupled receptor family C group 5 member B	GPRC5B	44.794	3	1	1	4.7498	0.00043122	9049.7	7774.8	7826.8	7369.5	8175.3	7288.9	6950.9	7820.2	4395.6	8804	Enriched	Enriched	Enriched	Moderate			
Q9NZI7-4;Q9NZI7	Upstream-binding protein 1	UBP1	56.452	7.1	3	3	6.4183	0	7209.8	2875.5	4294.3	8939.4	3667.9	16187	8604.5	8934.1	2616.5	8538.5	Moderate	Enriched	Enriched	No expression			
Q9NZJ5;E7ER02;C9J185	Eukaryotic translation initiation factor 2-alpha kinase 3	EIF2AK3	125.21	6.5	6	6	20.172	0	22146	9519.3	13253	18655	14486	25430	15868	20398	7430.4	21843	Moderate	Enriched	Enriched	No expression			
Q9NZL9;Q9NZL9-2;Q9NZL9-3;Q9NZL9-4;H7C0X7	Methionine adenosyltransferase 2 subunit beta	MAT2B	37.551	29.9	14	14	52.278	0	10548	11978	14189	7200.8	17877	6499.4	11403	7761.4	7606.4	9571.9	Enriched	Enriched	Enriched	No expression	YES		
Q9NZM1-6;Q9NZM1;Q9NZM1-3;Q9NZM1-2;Q9NZM1-5;H0YD14	Myoferlin	MYOF	233.47	11.2	21	19	41.198	0	31818	30436	32665	40814	34426	33822	28153	42896	14110	34566	Enriched	Moderate	Enriched	Enriched	YES		
Q9NZM5	Glioma tumor suppressor candidate region gene 2 protein	GLTSCR2	54.389	8.4	3	3	10.19	0	13814	11777	13383	10437	13713	12717	14764	18289	7131.6	18559	Enriched	Enriched	Enriched	No expression	YES		
Q9NZN3	EH domain-containing protein 3	EHD3	60.886	22.6	16	6	10.792	0	9177	5191.8	7068	9862.8	8141.4	13063	11933	11277	4457.7	11320	Low	Low	Moderate	No expression	YES		
Q9NZN4;Q9NZN4-2	EH domain-containing protein 2	EHD2	61.161	31.7	26	24	105.62	0	102440	104630	121120	142100	129040	122580	176250	172070	95783	171920	Low	Enriched	Moderate	No expression	YES		
Q9NZQ3-5;Q9NZQ3-4;Q9NZQ3-3;Q9NZQ3-2;Q9NZQ3;H7C2K2;C9JSC3	NCK-interacting protein with SH3 domain	NCKIPSD	64.195	6.9	4	4	6.4412	0	13278	9980	13840	14431	14288	11085	20063	15794	19294	17019	Enriched	Enriched	Enriched	Enriched			
Q9NZR1;G5EA42;Q9NZR1-2	Tropomodulin-2	TMOD2	39.595	15.1	5	4	13.711	0	5093	4166.6	5138.2	5705.9	6599.2	4621.7	9610	6815.1	6272.4	6098	No expression	Low	Moderate	No expression	YES		
Q9NZT2-2;Q9NZT2;A0A0A0MRN5	Opioid growth factor receptor	OGFR	71.423	17.2	11	11	153.03	0	49787	37940	49561	35086	45098	42307	67763	57586	58810	61760	Enriched	Enriched	Moderate	Enriched	YES		
Q9NZU5;Q9NZU5-2;B4DEY6	LIM and cysteine-rich domains protein 1	LMCD1	40.832	34.8	13	13	31.814	0	72443	58729	57859	79509	76738	63899	97765	116990	57898	84326	Low	Enriched	Enriched	No expression	YES		
Q9NZZ3	Charged multivesicular body protein 5	CHMP5	24.57	15.1	5	5	14.694	0	36576	33063	32490	38440	38185	34780	31871	38497	17936	32250	Low	Enriched	Enriched	No expression	YES		
Q9P000-2;Q9P000	COMM domain-containing protein 9	COMMD9	17.333	21.8	3	3	5.9727	0	2834.5	2712.7	3183.9	4233.7	3783.4	3448.2	3453.2	2829	2304.6	3314.8	Enriched	Enriched	Enriched	No expression	YES		
Q9P013	Spliceosome-associated protein CWC15 homolog	CWC15	26.624	5.2	2	2	10.541	0	5345.7	2688.2	3874.5	4390.7	3974.4	4236	8836.2	3287.6	10562	8842.5	Enriched	Enriched	Enriched	No expression	YES		
Q9P015;E5RHF4;E5RIZ4	39S ribosomal protein L15, mitochondrial	MRPL15	33.419	16.6	4	4	9.3818	0	40316	30059	31211	39080	44963	28193	24557	23703	12792	30790	Enriched	Enriched	Enriched	No expression	YES		
Q9P016;Q9P016-2	Thymocyte nuclear protein 1	THYN1	25.697	32.9	8	8	23.008	0	53663	31956	42260	43970	40429	64532	122850	66264	98628	88630	Low	Enriched	Enriched	No expression	YES		
Q9P032	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 4	NDUFAF4	20.266	16	3	3	10.753	0	9880.4	16832	13949	5761.5	22387	2530.8	3524.5	2356.4	2870.2	6915.4	Low	Enriched	Enriched	No expression	YES		
Q9P035;Q9P035-2;H3BPZ1;H3BS72	Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 3	PTPLAD1	43.159	20.2	14	14	98.065	0	51704	44111	49373	53227	59880	48652	65752	66767	32360	56974	Enriched	Enriched	Enriched	No expression	YES		
Q9P0I2-2;Q9P0I2;S4R3U9	ER membrane protein complex subunit 3	EMC3	24.915	31.5	8	6	19.856	0	46137	30913	45704	40591	49659	34653	34896	35998	25660	41764							
Q9P0J0;Q9P0J0-2;B4DEZ3;K7EJE1;E7ENQ6	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13	NDUFA13	16.698	47.2	10	10	20.088	0	29535	28832	32842	31454	36766	26216	24443	28866	16481	28796	Enriched	Enriched	Enriched	No expression	YES		
Q9P0J1;Q9P0J1-2	[Pyruvate dehydrogenase [acetyl-transferring]]-phosphatase 1, mitochondrial	PDP1	61.053	17.3	9	9	58.128	0	13207	11264	13418	11088	15869	13096	26740	21191	17374	20193	No expression	Enriched	Enriched	No expression	YES		
Q9P0J7	E3 ubiquitin-protein ligase KCMF1	KCMF1	41.945	9.2	5	5	13.585	0	11657	5962	8614.6	12639	7879.5	12149	9626.7	10001	5442.7	12269	Enriched	Enriched	Enriched	No expression	YES		
Q9P0K7-4;Q9P0K7-3;Q9P0K7;Q9P0K7-2	Ankycorbin	RAI14	106.9	10.1	9	9	21.456	0	29066	18201	23813	30239	25139	27541	24499	28995	13632	30105	No expression	Moderate	Enriched	Low	YES		
Q9P0L0;Q9P0L0-2	Vesicle-associated membrane protein-associated protein A	VAPA	27.893	43.4	16	16	67.739	0	138740	85164	100920	135350	115130	197850	191570	211910	79473	152760	Enriched	Enriched	Enriched	Enriched	YES		
Q9P0M6;Q5SQT3	Core histone macro-H2A.2;Histone H2A	H2AFY2	40.058	37.1	20	14	41.659	0	82350	64473	83617	90016	76242	96493	112710	109800	66030	118270	Enriched	No expression	Moderate	No expression	YES		
Q9P0P8	Uncharacterized protein C6orf203	C6orf203	27.941	12.9	4	4	13.232	0	20108	11994	13821	21216	11515	17731	24945	25695	15040	26015	Low	Moderate	Enriched	No expression	YES		
Q9P0U4;Q9P0U4-2;K7EQ21;K7EQZ1	CXXC-type zinc finger protein 1	CXXC1	75.711	6.6	4	4	8.8806	0	12617	9817.2	12338	11497	15212	8662.9	9920.7	9140.6	9335.7	11574	Enriched	Enriched	Enriched	No expression	YES		
Q9P0V3;Q9P0V3-2	SH3 domain-binding protein 4	SH3BP4	107.49	4.2	5	5	4.6432	0.00042827	8530.1	8090.2	10179	8121.2	9867.8	9897	10271	11391	6299.4	11193	Enriched	Enriched	Enriched	No expression	YES		
Q9P1F3	Costars family protein ABRACL	ABRACL	9.0564	40.7	5	5	16.938	0	7714.6	4915.1	5645	12876	4186.1	5541.1	5728.6	11911	4996.3	9307.7					YES		
Q9P1Q0-4;Q9P1Q0-2;Q9P1Q0	Vacuolar protein sorting-associated protein 54	VPS54	109.36	1.5	1	1	2.495	0.0037804	4874.1	4335.6	3371.7	7146.3	4279.2	6570	4814.3	6582.6	2062.8	6399.2	Enriched	Enriched	Enriched	No expression			
Q9P1Z2-4;Q9P1Z2-2;Q9P1Z2-3;Q9P1Z2	Calcium-binding and coiled-coil domain-containing protein 1	CALCOCO1	67.542	8.1	4	4	15.305	0	7564.1	4601.1	7201.9	4677.3	7122.9	10501	8919.9	5851.7	5377.4	6255.8	Enriched	Enriched	Enriched	Moderate	YES		
Q9P206-2;Q9P206;Q9P206-3	Uncharacterized protein KIAA1522	KIAA1522	113.06	13.4	12	12	47.963	0	25496	27925	22493	19504	38692	16377	28124	18795	22553	24204	Enriched	Enriched	Enriched	No expression	YES		
Q9P253	Vacuolar protein sorting-associated protein 18 homolog	VPS18	110.18	6.3	5	5	9.5869	0	5971.4	2431	3142.6	6804.7	3095.3	2503.9	2011.4	4864.6	1784.8	5523.6	Enriched	Enriched	Enriched	No expression	YES		
Q9P258	Protein RCC2	RCC2	56.084	17.4	12	12	45.355	0	22474	18085	23521	19988	27933	22497	25634	21886	12574	21547	Enriched	Enriched	Enriched	No expression	YES		
Q9P260;Q9P260-2	LisH domain and HEAT repeat-containing protein KIAA1468	KIAA1468	134.63	3	3	3	7.3576	0	6701.6	3675.2	5890.2	8882.1	4739.7	8236.1	7956	10239	3931.9	8336.4	Enriched	Enriched	Enriched	No expression	YES		
Q9P265	Disco-interacting protein 2 homolog B	DIP2B	171.49	9.9	16	14	94.179	0	69419	58399	73753	62846	82514	83604	110460	120750	49729	92235	Moderate	Enriched	Enriched	No expression	YES		
Q9P266	Junctional protein associated with coronary artery disease	KIAA1462	148.35	11.1	12	12	49.305	0	36969	33844	45979	60377	47886	38867	54193	70311	26231	53796	Low	Moderate	Moderate	Enriched	YES		
Q9P270	SLAIN motif-containing protein 2	SLAIN2	62.543	2.4	1	1	3.9643	0.00061501	1052.4	1302.9	1227.7	865.78	1596.1	743.41	1470	1091	1031.4	1209.2	Moderate	Enriched	Enriched	No expression	YES		
Q9P287;Q9P287-3;Q9P287-4;Q9P287-2	BRCA2 and CDKN1A-interacting protein	BCCIP	35.979	18.5	7	7	24.244	0	46262	30124	35270	30931	29494	37305	39491	41481	27872	41787	Enriched	Enriched	Enriched	No expression	YES		
Q9P2B2	Prostaglandin F2 receptor negative regulator	PTGFRN	98.555	29.4	37	37	148.73	0	190360	101980	159600	137310	158480	203830	151860	137760	64189	181970	Enriched	Enriched	Enriched	No expression	YES		
Q9P2D3;Q9P2D3-3	HEAT repeat-containing protein 5B	HEATR5B	224.3	3.5	6	6	13.125	0	22012	26222	27323	17877	32136	16248	24406	24560	18432	24038	Moderate	Enriched	Enriched	No expression	YES		
Q9P2E9-2;Q9P2E9-3	Ribosome-binding protein 1	RRBP1	152.19	70.7	234	4	20.439	0	21548	23491	26555	15446	36767	11083	16587	12582	10813	14759	Enriched	Enriched	Enriched	Enriched	YES		
Q9P2H0;H0YF13	Uncharacterized protein KIAA1377	KIAA1377	125.87	1.6	2	2	2.1962	0.0054367	39071	31038	38871	30768	41846	19031	19956	17479	16000	25796	Enriched	Moderate	Enriched	No expression			
Q9P2I0	Cleavage and polyadenylation specificity factor subunit 2	CPSF2	88.486	2.3	2	2	3.9273	0.00061275	4601.3	3795	3188	4190.1	4126.1	2721.1	3578.7	4757.5	2446	3762.3	Enriched	Enriched	Enriched	No expression	YES		
